neuron_id,well,tile,condition,stimulation,timepoint,timepoint_idx,rfp1_path,halo_path,rfp1_masked_path,halo_masked_path,class_label
J2_tile3_n213,J2,3,APPV717I,10000ms,T0,0,images/RFP1/J2_tile3_n213_T0.png,images/Halo/J2_tile3_n213_T0.png,images/RFP1_masked/J2_tile3_n213_T0.png,images/Halo_masked/J2_tile3_n213_T0.png,APP_Non-aggregated
C3_tile2_n16,C3,2,APPV717I,10000ms,T0,0,images/RFP1/C3_tile2_n16_T0.png,images/Halo/C3_tile2_n16_T0.png,images/RFP1_masked/C3_tile2_n16_T0.png,images/Halo_masked/C3_tile2_n16_T0.png,APP_Non-aggregated
K4_tile3_n86,K4,3,APPV717I,10000ms,T0,0,images/RFP1/K4_tile3_n86_T0.png,images/Halo/K4_tile3_n86_T0.png,images/RFP1_masked/K4_tile3_n86_T0.png,images/Halo_masked/K4_tile3_n86_T0.png,APP_Non-aggregated
G1_tile3_n1,G1,3,APPV717I,10000ms,T0,0,images/RFP1/G1_tile3_n1_T0.png,images/Halo/G1_tile3_n1_T0.png,images/RFP1_masked/G1_tile3_n1_T0.png,images/Halo_masked/G1_tile3_n1_T0.png,APP_Non-aggregated
L2_tile3_n11,L2,3,APPV717I,10000ms,T0,0,images/RFP1/L2_tile3_n11_T0.png,images/Halo/L2_tile3_n11_T0.png,images/RFP1_masked/L2_tile3_n11_T0.png,images/Halo_masked/L2_tile3_n11_T0.png,APP_Non-aggregated
E2_tile3_n105,E2,3,APPV717I,10000ms,T0,0,images/RFP1/E2_tile3_n105_T0.png,images/Halo/E2_tile3_n105_T0.png,images/RFP1_masked/E2_tile3_n105_T0.png,images/Halo_masked/E2_tile3_n105_T0.png,APP_Non-aggregated
C4_tile2_n97,C4,2,APPV717I,10000ms,T0,0,images/RFP1/C4_tile2_n97_T0.png,images/Halo/C4_tile2_n97_T0.png,images/RFP1_masked/C4_tile2_n97_T0.png,images/Halo_masked/C4_tile2_n97_T0.png,APP_Non-aggregated
C3_tile2_n10,C3,2,APPV717I,10000ms,T0,0,images/RFP1/C3_tile2_n10_T0.png,images/Halo/C3_tile2_n10_T0.png,images/RFP1_masked/C3_tile2_n10_T0.png,images/Halo_masked/C3_tile2_n10_T0.png,APP_Non-aggregated
G2_tile3_n102,G2,3,APPV717I,10000ms,T0,0,images/RFP1/G2_tile3_n102_T0.png,images/Halo/G2_tile3_n102_T0.png,images/RFP1_masked/G2_tile3_n102_T0.png,images/Halo_masked/G2_tile3_n102_T0.png,APP_Non-aggregated
E3_tile3_n297,E3,3,APPV717I,10000ms,T0,0,images/RFP1/E3_tile3_n297_T0.png,images/Halo/E3_tile3_n297_T0.png,images/RFP1_masked/E3_tile3_n297_T0.png,images/Halo_masked/E3_tile3_n297_T0.png,APP_Non-aggregated
M1_tile3_n228,M1,3,APPV717I,10000ms,T0,0,images/RFP1/M1_tile3_n228_T0.png,images/Halo/M1_tile3_n228_T0.png,images/RFP1_masked/M1_tile3_n228_T0.png,images/Halo_masked/M1_tile3_n228_T0.png,APP_Non-aggregated
L2_tile2_n263,L2,2,APPV717I,10000ms,T0,0,images/RFP1/L2_tile2_n263_T0.png,images/Halo/L2_tile2_n263_T0.png,images/RFP1_masked/L2_tile2_n263_T0.png,images/Halo_masked/L2_tile2_n263_T0.png,APP_Non-aggregated
O2_tile2_n266,O2,2,APPV717I,10000ms,T0,0,images/RFP1/O2_tile2_n266_T0.png,images/Halo/O2_tile2_n266_T0.png,images/RFP1_masked/O2_tile2_n266_T0.png,images/Halo_masked/O2_tile2_n266_T0.png,APP_Non-aggregated
J2_tile2_n51,J2,2,APPV717I,10000ms,T0,0,images/RFP1/J2_tile2_n51_T0.png,images/Halo/J2_tile2_n51_T0.png,images/RFP1_masked/J2_tile2_n51_T0.png,images/Halo_masked/J2_tile2_n51_T0.png,APP_Non-aggregated
J1_tile3_n35,J1,3,APPV717I,10000ms,T0,0,images/RFP1/J1_tile3_n35_T0.png,images/Halo/J1_tile3_n35_T0.png,images/RFP1_masked/J1_tile3_n35_T0.png,images/Halo_masked/J1_tile3_n35_T0.png,APP_Non-aggregated
F2_tile3_n273,F2,3,APPV717I,10000ms,T0,0,images/RFP1/F2_tile3_n273_T0.png,images/Halo/F2_tile3_n273_T0.png,images/RFP1_masked/F2_tile3_n273_T0.png,images/Halo_masked/F2_tile3_n273_T0.png,APP_Non-aggregated
G1_tile2_n219,G1,2,APPV717I,10000ms,T0,0,images/RFP1/G1_tile2_n219_T0.png,images/Halo/G1_tile2_n219_T0.png,images/RFP1_masked/G1_tile2_n219_T0.png,images/Halo_masked/G1_tile2_n219_T0.png,APP_Non-aggregated
H3_tile3_n4,H3,3,APPV717I,10000ms,T0,0,images/RFP1/H3_tile3_n4_T0.png,images/Halo/H3_tile3_n4_T0.png,images/RFP1_masked/H3_tile3_n4_T0.png,images/Halo_masked/H3_tile3_n4_T0.png,APP_Non-aggregated
J2_tile2_n268,J2,2,APPV717I,10000ms,T0,0,images/RFP1/J2_tile2_n268_T0.png,images/Halo/J2_tile2_n268_T0.png,images/RFP1_masked/J2_tile2_n268_T0.png,images/Halo_masked/J2_tile2_n268_T0.png,APP_Non-aggregated
D4_tile3_n56,D4,3,APPV717I,10000ms,T0,0,images/RFP1/D4_tile3_n56_T0.png,images/Halo/D4_tile3_n56_T0.png,images/RFP1_masked/D4_tile3_n56_T0.png,images/Halo_masked/D4_tile3_n56_T0.png,APP_Non-aggregated
M1_tile2_n29,M1,2,APPV717I,10000ms,T0,0,images/RFP1/M1_tile2_n29_T0.png,images/Halo/M1_tile2_n29_T0.png,images/RFP1_masked/M1_tile2_n29_T0.png,images/Halo_masked/M1_tile2_n29_T0.png,APP_Non-aggregated
F4_tile3_n100,F4,3,APPV717I,10000ms,T0,0,images/RFP1/F4_tile3_n100_T0.png,images/Halo/F4_tile3_n100_T0.png,images/RFP1_masked/F4_tile3_n100_T0.png,images/Halo_masked/F4_tile3_n100_T0.png,APP_Non-aggregated
L4_tile2_n108,L4,2,APPV717I,10000ms,T0,0,images/RFP1/L4_tile2_n108_T0.png,images/Halo/L4_tile2_n108_T0.png,images/RFP1_masked/L4_tile2_n108_T0.png,images/Halo_masked/L4_tile2_n108_T0.png,APP_Non-aggregated
L1_tile2_n175,L1,2,APPV717I,10000ms,T0,0,images/RFP1/L1_tile2_n175_T0.png,images/Halo/L1_tile2_n175_T0.png,images/RFP1_masked/L1_tile2_n175_T0.png,images/Halo_masked/L1_tile2_n175_T0.png,APP_Non-aggregated
J2_tile3_n87,J2,3,APPV717I,10000ms,T0,0,images/RFP1/J2_tile3_n87_T0.png,images/Halo/J2_tile3_n87_T0.png,images/RFP1_masked/J2_tile3_n87_T0.png,images/Halo_masked/J2_tile3_n87_T0.png,APP_Non-aggregated
J4_tile2_n228,J4,2,APPV717I,10000ms,T0,0,images/RFP1/J4_tile2_n228_T0.png,images/Halo/J4_tile2_n228_T0.png,images/RFP1_masked/J4_tile2_n228_T0.png,images/Halo_masked/J4_tile2_n228_T0.png,APP_Non-aggregated
J1_tile3_n11,J1,3,APPV717I,10000ms,T0,0,images/RFP1/J1_tile3_n11_T0.png,images/Halo/J1_tile3_n11_T0.png,images/RFP1_masked/J1_tile3_n11_T0.png,images/Halo_masked/J1_tile3_n11_T0.png,APP_Non-aggregated
D1_tile2_n21,D1,2,APPV717I,10000ms,T0,0,images/RFP1/D1_tile2_n21_T0.png,images/Halo/D1_tile2_n21_T0.png,images/RFP1_masked/D1_tile2_n21_T0.png,images/Halo_masked/D1_tile2_n21_T0.png,APP_Non-aggregated
G2_tile2_n151,G2,2,APPV717I,10000ms,T0,0,images/RFP1/G2_tile2_n151_T0.png,images/Halo/G2_tile2_n151_T0.png,images/RFP1_masked/G2_tile2_n151_T0.png,images/Halo_masked/G2_tile2_n151_T0.png,APP_Non-aggregated
F1_tile2_n222,F1,2,APPV717I,10000ms,T0,0,images/RFP1/F1_tile2_n222_T0.png,images/Halo/F1_tile2_n222_T0.png,images/RFP1_masked/F1_tile2_n222_T0.png,images/Halo_masked/F1_tile2_n222_T0.png,APP_Non-aggregated
E1_tile3_n87,E1,3,APPV717I,10000ms,T0,0,images/RFP1/E1_tile3_n87_T0.png,images/Halo/E1_tile3_n87_T0.png,images/RFP1_masked/E1_tile3_n87_T0.png,images/Halo_masked/E1_tile3_n87_T0.png,APP_Non-aggregated
C4_tile2_n224,C4,2,APPV717I,10000ms,T0,0,images/RFP1/C4_tile2_n224_T0.png,images/Halo/C4_tile2_n224_T0.png,images/RFP1_masked/C4_tile2_n224_T0.png,images/Halo_masked/C4_tile2_n224_T0.png,APP_Non-aggregated
C2_tile2_n412,C2,2,APPV717I,10000ms,T0,0,images/RFP1/C2_tile2_n412_T0.png,images/Halo/C2_tile2_n412_T0.png,images/RFP1_masked/C2_tile2_n412_T0.png,images/Halo_masked/C2_tile2_n412_T0.png,APP_Non-aggregated
K1_tile3_n148,K1,3,APPV717I,10000ms,T0,0,images/RFP1/K1_tile3_n148_T0.png,images/Halo/K1_tile3_n148_T0.png,images/RFP1_masked/K1_tile3_n148_T0.png,images/Halo_masked/K1_tile3_n148_T0.png,APP_Non-aggregated
K2_tile2_n1,K2,2,APPV717I,10000ms,T0,0,images/RFP1/K2_tile2_n1_T0.png,images/Halo/K2_tile2_n1_T0.png,images/RFP1_masked/K2_tile2_n1_T0.png,images/Halo_masked/K2_tile2_n1_T0.png,APP_Non-aggregated
K4_tile3_n295,K4,3,APPV717I,10000ms,T0,0,images/RFP1/K4_tile3_n295_T0.png,images/Halo/K4_tile3_n295_T0.png,images/RFP1_masked/K4_tile3_n295_T0.png,images/Halo_masked/K4_tile3_n295_T0.png,APP_Non-aggregated
D4_tile2_n68,D4,2,APPV717I,10000ms,T0,0,images/RFP1/D4_tile2_n68_T0.png,images/Halo/D4_tile2_n68_T0.png,images/RFP1_masked/D4_tile2_n68_T0.png,images/Halo_masked/D4_tile2_n68_T0.png,APP_Non-aggregated
K1_tile2_n203,K1,2,APPV717I,10000ms,T0,0,images/RFP1/K1_tile2_n203_T0.png,images/Halo/K1_tile2_n203_T0.png,images/RFP1_masked/K1_tile2_n203_T0.png,images/Halo_masked/K1_tile2_n203_T0.png,APP_Non-aggregated
C4_tile2_n26,C4,2,APPV717I,10000ms,T0,0,images/RFP1/C4_tile2_n26_T0.png,images/Halo/C4_tile2_n26_T0.png,images/RFP1_masked/C4_tile2_n26_T0.png,images/Halo_masked/C4_tile2_n26_T0.png,APP_Non-aggregated
I2_tile2_n101,I2,2,APPV717I,10000ms,T0,0,images/RFP1/I2_tile2_n101_T0.png,images/Halo/I2_tile2_n101_T0.png,images/RFP1_masked/I2_tile2_n101_T0.png,images/Halo_masked/I2_tile2_n101_T0.png,APP_Non-aggregated
N3_tile2_n163,N3,2,APPV717I,10000ms,T0,0,images/RFP1/N3_tile2_n163_T0.png,images/Halo/N3_tile2_n163_T0.png,images/RFP1_masked/N3_tile2_n163_T0.png,images/Halo_masked/N3_tile2_n163_T0.png,APP_Non-aggregated
F3_tile3_n238,F3,3,APPV717I,10000ms,T0,0,images/RFP1/F3_tile3_n238_T0.png,images/Halo/F3_tile3_n238_T0.png,images/RFP1_masked/F3_tile3_n238_T0.png,images/Halo_masked/F3_tile3_n238_T0.png,APP_Non-aggregated
G1_tile2_n252,G1,2,APPV717I,10000ms,T0,0,images/RFP1/G1_tile2_n252_T0.png,images/Halo/G1_tile2_n252_T0.png,images/RFP1_masked/G1_tile2_n252_T0.png,images/Halo_masked/G1_tile2_n252_T0.png,APP_Non-aggregated
M1_tile3_n284,M1,3,APPV717I,10000ms,T0,0,images/RFP1/M1_tile3_n284_T0.png,images/Halo/M1_tile3_n284_T0.png,images/RFP1_masked/M1_tile3_n284_T0.png,images/Halo_masked/M1_tile3_n284_T0.png,APP_Non-aggregated
E1_tile2_n111,E1,2,APPV717I,10000ms,T0,0,images/RFP1/E1_tile2_n111_T0.png,images/Halo/E1_tile2_n111_T0.png,images/RFP1_masked/E1_tile2_n111_T0.png,images/Halo_masked/E1_tile2_n111_T0.png,APP_Non-aggregated
K4_tile2_n116,K4,2,APPV717I,10000ms,T0,0,images/RFP1/K4_tile2_n116_T0.png,images/Halo/K4_tile2_n116_T0.png,images/RFP1_masked/K4_tile2_n116_T0.png,images/Halo_masked/K4_tile2_n116_T0.png,APP_Non-aggregated
H2_tile3_n70,H2,3,APPV717I,10000ms,T0,0,images/RFP1/H2_tile3_n70_T0.png,images/Halo/H2_tile3_n70_T0.png,images/RFP1_masked/H2_tile3_n70_T0.png,images/Halo_masked/H2_tile3_n70_T0.png,APP_Non-aggregated
G1_tile2_n163,G1,2,APPV717I,10000ms,T0,0,images/RFP1/G1_tile2_n163_T0.png,images/Halo/G1_tile2_n163_T0.png,images/RFP1_masked/G1_tile2_n163_T0.png,images/Halo_masked/G1_tile2_n163_T0.png,APP_Non-aggregated
E2_tile2_n265,E2,2,APPV717I,10000ms,T0,0,images/RFP1/E2_tile2_n265_T0.png,images/Halo/E2_tile2_n265_T0.png,images/RFP1_masked/E2_tile2_n265_T0.png,images/Halo_masked/E2_tile2_n265_T0.png,APP_Non-aggregated
J4_tile2_n315,J4,2,APPV717I,10000ms,T0,0,images/RFP1/J4_tile2_n315_T0.png,images/Halo/J4_tile2_n315_T0.png,images/RFP1_masked/J4_tile2_n315_T0.png,images/Halo_masked/J4_tile2_n315_T0.png,APP_Non-aggregated
O4_tile3_n328,O4,3,APPV717I,10000ms,T0,0,images/RFP1/O4_tile3_n328_T0.png,images/Halo/O4_tile3_n328_T0.png,images/RFP1_masked/O4_tile3_n328_T0.png,images/Halo_masked/O4_tile3_n328_T0.png,APP_Non-aggregated
O2_tile2_n230,O2,2,APPV717I,10000ms,T0,0,images/RFP1/O2_tile2_n230_T0.png,images/Halo/O2_tile2_n230_T0.png,images/RFP1_masked/O2_tile2_n230_T0.png,images/Halo_masked/O2_tile2_n230_T0.png,APP_Non-aggregated
P3_tile3_n192,P3,3,APPV717I,10000ms,T0,0,images/RFP1/P3_tile3_n192_T0.png,images/Halo/P3_tile3_n192_T0.png,images/RFP1_masked/P3_tile3_n192_T0.png,images/Halo_masked/P3_tile3_n192_T0.png,APP_Non-aggregated
C4_tile3_n22,C4,3,APPV717I,10000ms,T0,0,images/RFP1/C4_tile3_n22_T0.png,images/Halo/C4_tile3_n22_T0.png,images/RFP1_masked/C4_tile3_n22_T0.png,images/Halo_masked/C4_tile3_n22_T0.png,APP_Non-aggregated
N3_tile2_n53,N3,2,APPV717I,10000ms,T0,0,images/RFP1/N3_tile2_n53_T0.png,images/Halo/N3_tile2_n53_T0.png,images/RFP1_masked/N3_tile2_n53_T0.png,images/Halo_masked/N3_tile2_n53_T0.png,APP_Non-aggregated
I2_tile3_n170,I2,3,APPV717I,10000ms,T0,0,images/RFP1/I2_tile3_n170_T0.png,images/Halo/I2_tile3_n170_T0.png,images/RFP1_masked/I2_tile3_n170_T0.png,images/Halo_masked/I2_tile3_n170_T0.png,APP_Non-aggregated
D4_tile2_n196,D4,2,APPV717I,10000ms,T0,0,images/RFP1/D4_tile2_n196_T0.png,images/Halo/D4_tile2_n196_T0.png,images/RFP1_masked/D4_tile2_n196_T0.png,images/Halo_masked/D4_tile2_n196_T0.png,APP_Non-aggregated
F2_tile3_n205,F2,3,APPV717I,10000ms,T0,0,images/RFP1/F2_tile3_n205_T0.png,images/Halo/F2_tile3_n205_T0.png,images/RFP1_masked/F2_tile3_n205_T0.png,images/Halo_masked/F2_tile3_n205_T0.png,APP_Non-aggregated
C2_tile2_n358,C2,2,APPV717I,10000ms,T0,0,images/RFP1/C2_tile2_n358_T0.png,images/Halo/C2_tile2_n358_T0.png,images/RFP1_masked/C2_tile2_n358_T0.png,images/Halo_masked/C2_tile2_n358_T0.png,APP_Non-aggregated
F3_tile3_n216,F3,3,APPV717I,10000ms,T0,0,images/RFP1/F3_tile3_n216_T0.png,images/Halo/F3_tile3_n216_T0.png,images/RFP1_masked/F3_tile3_n216_T0.png,images/Halo_masked/F3_tile3_n216_T0.png,APP_Non-aggregated
F4_tile2_n225,F4,2,APPV717I,10000ms,T0,0,images/RFP1/F4_tile2_n225_T0.png,images/Halo/F4_tile2_n225_T0.png,images/RFP1_masked/F4_tile2_n225_T0.png,images/Halo_masked/F4_tile2_n225_T0.png,APP_Non-aggregated
I1_tile3_n4,I1,3,APPV717I,10000ms,T0,0,images/RFP1/I1_tile3_n4_T0.png,images/Halo/I1_tile3_n4_T0.png,images/RFP1_masked/I1_tile3_n4_T0.png,images/Halo_masked/I1_tile3_n4_T0.png,APP_Non-aggregated
D2_tile2_n219,D2,2,APPV717I,10000ms,T0,0,images/RFP1/D2_tile2_n219_T0.png,images/Halo/D2_tile2_n219_T0.png,images/RFP1_masked/D2_tile2_n219_T0.png,images/Halo_masked/D2_tile2_n219_T0.png,APP_Non-aggregated
I4_tile2_n70,I4,2,APPV717I,10000ms,T0,0,images/RFP1/I4_tile2_n70_T0.png,images/Halo/I4_tile2_n70_T0.png,images/RFP1_masked/I4_tile2_n70_T0.png,images/Halo_masked/I4_tile2_n70_T0.png,APP_Non-aggregated
F2_tile2_n200,F2,2,APPV717I,10000ms,T0,0,images/RFP1/F2_tile2_n200_T0.png,images/Halo/F2_tile2_n200_T0.png,images/RFP1_masked/F2_tile2_n200_T0.png,images/Halo_masked/F2_tile2_n200_T0.png,APP_Non-aggregated
K3_tile2_n9,K3,2,APPV717I,10000ms,T0,0,images/RFP1/K3_tile2_n9_T0.png,images/Halo/K3_tile2_n9_T0.png,images/RFP1_masked/K3_tile2_n9_T0.png,images/Halo_masked/K3_tile2_n9_T0.png,APP_Non-aggregated
D3_tile2_n23,D3,2,APPV717I,10000ms,T0,0,images/RFP1/D3_tile2_n23_T0.png,images/Halo/D3_tile2_n23_T0.png,images/RFP1_masked/D3_tile2_n23_T0.png,images/Halo_masked/D3_tile2_n23_T0.png,APP_Non-aggregated
D2_tile2_n84,D2,2,APPV717I,10000ms,T0,0,images/RFP1/D2_tile2_n84_T0.png,images/Halo/D2_tile2_n84_T0.png,images/RFP1_masked/D2_tile2_n84_T0.png,images/Halo_masked/D2_tile2_n84_T0.png,APP_Non-aggregated
H4_tile2_n172,H4,2,APPV717I,10000ms,T0,0,images/RFP1/H4_tile2_n172_T0.png,images/Halo/H4_tile2_n172_T0.png,images/RFP1_masked/H4_tile2_n172_T0.png,images/Halo_masked/H4_tile2_n172_T0.png,APP_Non-aggregated
D1_tile2_n217,D1,2,APPV717I,10000ms,T0,0,images/RFP1/D1_tile2_n217_T0.png,images/Halo/D1_tile2_n217_T0.png,images/RFP1_masked/D1_tile2_n217_T0.png,images/Halo_masked/D1_tile2_n217_T0.png,APP_Non-aggregated
F2_tile3_n272,F2,3,APPV717I,10000ms,T0,0,images/RFP1/F2_tile3_n272_T0.png,images/Halo/F2_tile3_n272_T0.png,images/RFP1_masked/F2_tile3_n272_T0.png,images/Halo_masked/F2_tile3_n272_T0.png,APP_Non-aggregated
E4_tile3_n241,E4,3,APPV717I,10000ms,T0,0,images/RFP1/E4_tile3_n241_T0.png,images/Halo/E4_tile3_n241_T0.png,images/RFP1_masked/E4_tile3_n241_T0.png,images/Halo_masked/E4_tile3_n241_T0.png,APP_Non-aggregated
P3_tile2_n25,P3,2,APPV717I,10000ms,T0,0,images/RFP1/P3_tile2_n25_T0.png,images/Halo/P3_tile2_n25_T0.png,images/RFP1_masked/P3_tile2_n25_T0.png,images/Halo_masked/P3_tile2_n25_T0.png,APP_Non-aggregated
E1_tile3_n121,E1,3,APPV717I,10000ms,T0,0,images/RFP1/E1_tile3_n121_T0.png,images/Halo/E1_tile3_n121_T0.png,images/RFP1_masked/E1_tile3_n121_T0.png,images/Halo_masked/E1_tile3_n121_T0.png,APP_Non-aggregated
D3_tile3_n193,D3,3,APPV717I,10000ms,T0,0,images/RFP1/D3_tile3_n193_T0.png,images/Halo/D3_tile3_n193_T0.png,images/RFP1_masked/D3_tile3_n193_T0.png,images/Halo_masked/D3_tile3_n193_T0.png,APP_Non-aggregated
